%time,field.header.seq,field.header.stamp,field.header.frame_id,field.voltage,field.current,field.lifePercent,field.lifeTime,field.charging,field.powerSupplyPresent
1519414620276692485,182695,1519414620276262044,,0.0,0.0,0,0,0,0
1519414621277218028,182696,1519414621276787042,,0.0,0.0,0,0,0,0
1519414622276724675,182697,1519414622276339054,,0.0,0.0,0,0,0,0
1519414623276881237,182698,1519414623276463031,,0.0,0.0,0,0,0,0
1519414624276730473,182699,1519414624276304960,,0.0,0.0,0,0,0,0
1519414625277540361,182700,1519414625276959896,,0.0,0.0,0,0,0,0
1519414626276736880,182701,1519414626276108980,,0.0,0.0,0,0,0,0
1519414627277500577,182702,1519414627277089118,,0.0,0.0,0,0,0,0
1519414628278147941,182703,1519414628277206897,,0.0,0.0,0,0,0,0
1519414629276993679,182704,1519414629276623964,,0.0,0.0,0,0,0,0
1519414630277384609,182705,1519414630276941061,,0.0,0.0,0,0,0,0
1519414631277351543,182706,1519414631276926994,,0.0,0.0,0,0,0,0
1519414632277690356,182707,1519414632277076959,,0.0,0.0,0,0,0,0
1519414633277113434,182708,1519414633276551008,,0.0,0.0,0,0,0,0
1519414634277012195,182709,1519414634276278972,,0.0,0.0,0,0,0,0
1519414635277447180,182710,1519414635277143001,,0.0,0.0,0,0,0,0
1519414636277213002,182711,1519414636276817083,,0.0,0.0,0,0,0,0
1519414637277494478,182712,1519414637277061939,,0.0,0.0,0,0,0,0
1519414638277516717,182713,1519414638277065992,,0.0,0.0,0,0,0,0
1519414639277406632,182714,1519414639276918888,,0.0,0.0,0,0,0,0
1519414640277492511,182715,1519414640277034997,,0.0,0.0,0,0,0,0
1519414641276787673,182716,1519414641276325941,,0.0,0.0,0,0,0,0
1519414642277483000,182717,1519414642277030944,,0.0,0.0,0,0,0,0
1519414643277870425,182718,1519414643276734113,,0.0,0.0,0,0,0,0
1519414644277088531,182719,1519414644276613950,,0.0,0.0,0,0,0,0
1519414645277680647,182720,1519414645277137994,,0.0,0.0,0,0,0,0
1519414646276832578,182721,1519414646276241064,,0.0,0.0,0,0,0,0
1519414647277561466,182722,1519414647276894092,,0.0,0.0,0,0,0,0
1519414648277319372,182723,1519414648276774883,,0.0,0.0,0,0,0,0
1519414649276912099,182724,1519414649276354074,,0.0,0.0,0,0,0,0
1519414650277721068,182725,1519414650277194023,,0.0,0.0,0,0,0,0
1519414651277480063,182726,1519414651277004957,,0.0,0.0,0,0,0,0
1519414652277584950,182727,1519414652277092933,,0.0,0.0,0,0,0,0
1519414653277492322,182728,1519414653277040004,,0.0,0.0,0,0,0,0
1519414654277414612,182729,1519414654277034997,,0.0,0.0,0,0,0,0
1519414655277066207,182730,1519414655276607990,,0.0,0.0,0,0,0,0
1519414656277185147,182731,1519414656276735067,,0.0,0.0,0,0,0,0
1519414657277507575,182732,1519414657277092933,,0.0,0.0,0,0,0,0
1519414658277360557,182733,1519414658276901006,,0.0,0.0,0,0,0,0
1519414659277640252,182734,1519414659277069091,,0.0,0.0,0,0,0,0
1519414660277479973,182735,1519414660277087926,,0.0,0.0,0,0,0,0
1519414661277413026,182736,1519414661277020931,,0.0,0.0,0,0,0,0
1519414662277360236,182737,1519414662276829957,,0.0,0.0,0,0,0,0
1519414663277492409,182738,1519414663277076959,,0.0,0.0,0,0,0,0
1519414664276712721,182739,1519414664276279926,,0.0,0.0,0,0,0,0
1519414665277129954,182740,1519414665276700019,,0.0,0.0,0,0,0,0
1519414666277813572,182741,1519414666276983976,,0.0,0.0,0,0,0,0
1519414667277234391,182742,1519414667276752948,,0.0,0.0,0,0,0,0
1519414668276891680,182743,1519414668276468992,,0.0,0.0,0,0,0,0
1519414669277378608,182744,1519414669276901960,,0.0,0.0,0,0,0,0
1519414670276965169,182745,1519414670276340961,,0.0,0.0,0,0,0,0
1519414671277376925,182746,1519414671276992082,,0.0,0.0,0,0,0,0
1519414672277793568,182747,1519414672277117013,,0.0,0.0,0,0,0,0
1519414673277536426,182748,1519414673276946067,,0.0,0.0,0,0,0,0
1519414674277516336,182749,1519414674277040004,,0.0,0.0,0,0,0,0
1519414675277901114,182750,1519414675277105093,,0.0,0.0,0,0,0,0
1519414676277586490,182751,1519414676276766061,,0.0,0.0,0,0,0,0
1519414677277060780,182752,1519414677276236057,,0.0,0.0,0,0,0,0
1519414678277531380,182753,1519414678276843070,,0.0,0.0,0,0,0,0
1519414679277735689,182754,1519414679277322053,,0.0,0.0,0,0,0,0
1519414680276755980,182755,1519414680276130914,,0.0,0.0,0,0,0,0
1519414681278444078,182756,1519414681277232885,,0.0,0.0,0,0,0,0
1519414682277022257,182757,1519414682276568889,,0.0,0.0,0,0,0,0
1519414683277051236,182758,1519414683276607990,,0.0,0.0,0,0,0,0
1519414684277481476,182759,1519414684277097940,,0.0,0.0,0,0,0,0
1519414685279021522,182760,1519414685278044939,,0.0,0.0,0,0,0,0
1519414686277653180,182761,1519414686276421070,,0.0,0.0,0,0,0,0
1519414687277534837,182762,1519414687277045011,,0.0,0.0,0,0,0,0
1519414688277016118,182763,1519414688276197910,,0.0,0.0,0,0,0,0
1519414689277457786,182764,1519414689276546001,,0.0,0.0,0,0,0,0
1519414690276946851,182765,1519414690276420116,,0.0,0.0,0,0,0,0
1519414691277501349,182766,1519414691276973009,,0.0,0.0,0,0,0,0
1519414692277526879,182767,1519414692277111053,,0.0,0.0,0,0,0,0
1519414693277340341,182768,1519414693276535987,,0.0,0.0,0,0,0,0
1519414694277670569,182769,1519414694277038097,,0.0,0.0,0,0,0,0
1519414695277183622,182770,1519414695276746988,,0.0,0.0,0,0,0,0
1519414696280197161,182771,1519414696279725074,,0.0,0.0,0,0,0,0
1519414697277450446,182772,1519414697277065038,,0.0,0.0,0,0,0,0
1519414698277434354,182773,1519414698276722908,,0.0,0.0,0,0,0,0
1519414699277315177,182774,1519414699276889085,,0.0,0.0,0,0,0,0
1519414700277111577,182775,1519414700276693105,,0.0,0.0,0,0,0,0
1519414701276691849,182776,1519414701276179075,,0.0,0.0,0,0,0,0
1519414702277516975,182777,1519414702277057886,,0.0,0.0,0,0,0,0
1519414703276934933,182778,1519414703276298999,,0.0,0.0,0,0,0,0
1519414704277156380,182779,1519414704276535034,,0.0,0.0,0,0,0,0
1519414705277242094,182780,1519414705276787996,,0.0,0.0,0,0,0,0
1519414706277565272,182781,1519414706276792049,,0.0,0.0,0,0,0,0
1519414707277839991,182782,1519414707277020931,,0.0,0.0,0,0,0,0
1519414708277482424,182783,1519414708276794910,,0.0,0.0,0,0,0,0
1519414709277551121,182784,1519414709277100086,,0.0,0.0,0,0,0,0
1519414710277961545,182785,1519414710277064085,,0.0,0.0,0,0,0,0
1519414711276574909,182786,1519414711276199102,,0.0,0.0,0,0,0,0
1519414712277582497,182787,1519414712276797056,,0.0,0.0,0,0,0,0
1519414713277547496,182788,1519414713276591062,,0.0,0.0,0,0,0,0
1519414714277508457,182789,1519414714277020931,,0.0,0.0,0,0,0,0
1519414715277202975,182790,1519414715276452064,,0.0,0.0,0,0,0,0
1519414716277444341,182791,1519414716276962041,,0.0,0.0,0,0,0,0
1519414717277597993,182792,1519414717277093887,,0.0,0.0,0,0,0,0
1519414718277371550,182793,1519414718276577949,,0.0,0.0,0,0,0,0
1519414719277690538,182794,1519414719277160882,,0.0,0.0,0,0,0,0
1519414720277119404,182795,1519414720276549100,,0.0,0.0,0,0,0,0
1519414721277390879,182796,1519414721276397943,,0.0,0.0,0,0,0,0
1519414722276847067,182797,1519414722276309013,,0.0,0.0,0,0,0,0
1519414723277279775,182798,1519414723276627063,,0.0,0.0,0,0,0,0
1519414724278801827,182799,1519414724278017044,,0.0,0.0,0,0,0,0
1519414725277139573,182800,1519414725276710987,,0.0,0.0,0,0,0,0
1519414726277401384,182801,1519414726276962041,,0.0,0.0,0,0,0,0
1519414727277068151,182802,1519414727276413917,,0.0,0.0,0,0,0,0
1519414728278180270,182803,1519414728277131080,,0.0,0.0,0,0,0,0
1519414729277560722,182804,1519414729277105093,,0.0,0.0,0,0,0,0
1519414730277756303,182805,1519414730277146100,,0.0,0.0,0,0,0,0
1519414731277401465,182806,1519414731276978969,,0.0,0.0,0,0,0,0
1519414732277778035,182807,1519414732277062892,,0.0,0.0,0,0,0,0
1519414733277990192,182808,1519414733276941061,,0.0,0.0,0,0,0,0
1519414734277338586,182809,1519414734276792049,,0.0,0.0,0,0,0,0
1519414735277634617,182810,1519414735276742935,,0.0,0.0,0,0,0,0
1519414736276690846,182811,1519414736276293039,,0.0,0.0,0,0,0,0
1519414737277523102,182812,1519414737276540040,,0.0,0.0,0,0,0,0
1519414738277074415,182813,1519414738276510953,,0.0,0.0,0,0,0,0
1519414739277356678,182814,1519414739276899099,,0.0,0.0,0,0,0,0
1519414740277495798,182815,1519414740277074098,,0.0,0.0,0,0,0,0
1519414741277029155,182816,1519414741276336908,,0.0,0.0,0,0,0,0
