%time,field.header.seq,field.header.stamp,field.header.frame_id,field.voltage,field.current,field.lifePercent,field.lifeTime,field.charging,field.powerSupplyPresent
1519238141361123439,18,1519238141360569000,,0.0,0.0,100,0,1,0
1519238142360804937,19,1519238142360183954,,0.0,0.0,100,0,1,0
1519238143360686741,20,1519238143360162973,,0.0,0.0,100,0,1,0
1519238144361756741,21,1519238144361088037,,0.0,0.0,100,0,1,0
1519238145360816632,22,1519238145360148906,,0.0,0.0,100,0,1,0
1519238146360649272,23,1519238146360156059,,0.0,0.0,100,0,1,0
1519238147361612971,24,1519238147361088037,,0.0,0.0,100,0,1,0
1519238148361159652,25,1519238148360721111,,0.0,0.0,100,0,1,0
1519238149361936139,26,1519238149361012935,,0.0,0.0,100,0,1,0
1519238150361595901,27,1519238150361068964,,0.0,0.0,100,0,1,0
1519238151362548833,28,1519238151361077070,,0.0,0.0,100,0,1,0
1519238152361697231,29,1519238152361080884,,0.0,0.0,100,0,1,0
1519238153360694000,30,1519238153360158920,,0.0,0.0,100,0,1,0
1519238154360917311,31,1519238154360419034,,0.0,0.0,100,0,1,0
1519238155361621652,32,1519238155361076116,,0.0,0.0,100,0,1,0
1519238156361537598,33,1519238156361077070,,0.0,0.0,100,0,1,0
1519238157360698919,34,1519238157360162973,,0.0,0.0,99,0,0,0
1519238158360922257,35,1519238158360182046,,0.0,0.0,99,0,0,0
1519238159360692095,36,1519238159360214948,,0.0,0.0,99,0,0,0
1519238160360715708,37,1519238160360152959,,0.0,0.0,99,0,0,0
1519238161361819768,38,1519238161361057996,,0.0,0.0,99,0,0,0
1519238162360935689,39,1519238162360132932,,0.0,0.0,99,0,0,0
1519238163361414375,40,1519238163360877990,,0.0,0.0,99,0,0,0
1519238164361430504,41,1519238164360918998,,0.0,0.0,99,0,0,0
1519238165360781881,42,1519238165360133886,,0.0,0.0,99,0,0,0
1519238166360612245,43,1519238166360163927,,0.0,0.0,99,0,0,0
1519238167360806503,44,1519238167360157012,,0.0,0.0,99,0,0,0
1519238168361077225,45,1519238168360563039,,0.0,0.0,99,0,0,0
1519238169360707986,46,1519238169360167980,,0.0,0.0,99,0,0,0
1519238170360657982,47,1519238170360163927,,0.0,0.0,99,0,0,0
1519238171360765069,48,1519238171360167026,,0.0,0.0,99,0,0,0
1519238172360975386,49,1519238172360508918,,0.0,0.0,99,0,0,0
1519238173361166112,50,1519238173360629081,,0.0,0.0,99,0,0,0
1519238174360735592,51,1519238174360307931,,0.0,0.0,99,0,0,0
1519238175361376969,52,1519238175360832929,,0.0,0.0,99,0,0,0
1519238176361645503,53,1519238176361144065,,0.0,0.0,99,0,0,0
1519238177360873329,54,1519238177360155105,,0.0,0.0,99,0,0,0
1519238178361199650,55,1519238178360496997,,0.0,0.0,99,0,0,0
1519238179361370637,56,1519238179360729932,,0.0,0.0,99,0,0,0
1519238180361516870,57,1519238180361068964,,0.0,0.0,99,0,0,0
1519238181361524433,58,1519238181360764026,,0.0,0.0,99,0,0,0
1519238182360627999,59,1519238182360165119,,0.0,0.0,99,0,0,0
1519238183361164576,60,1519238183360728025,,0.0,0.0,99,0,0,0
1519238184360747430,61,1519238184360160112,,0.0,0.0,99,0,0,0
1519238185360901403,62,1519238185360189914,,0.0,0.0,99,0,0,0
1519238186361174271,63,1519238186360757112,,0.0,0.0,99,0,0,0
1519238187360991307,64,1519238187360505104,,0.0,0.0,99,0,0,0
1519238188361069943,65,1519238188360539913,,0.0,0.0,99,0,0,0
1519238189361432382,66,1519238189360892057,,0.0,0.0,99,0,0,0
1519238190361317796,67,1519238190360563993,,0.0,0.0,99,0,0,0
1519238191361091945,68,1519238191360351085,,0.0,0.0,99,0,0,0
1519238192362133300,69,1519238192360399961,,0.0,0.0,99,0,0,0
1519238193360869204,70,1519238193360136985,,0.0,0.0,99,0,0,0
1519238194361567218,71,1519238194360832929,,0.0,0.0,99,0,0,0
1519238195361313358,72,1519238195360754966,,0.0,0.0,99,0,0,0
1519238196361342258,73,1519238196360723972,,0.0,0.0,99,0,0,0
1519238197361166480,74,1519238197360569000,,0.0,0.0,99,0,0,0
1519238198361612627,75,1519238198361083984,,0.0,0.0,99,0,0,0
1519238199361603322,76,1519238199361080884,,0.0,0.0,99,0,0,0
1519238200361473478,77,1519238200360784053,,0.0,0.0,99,0,0,0
1519238201361524579,78,1519238201361088991,,0.0,0.0,99,0,0,0
1519238202361087961,79,1519238202360482931,,0.0,0.0,99,0,0,0
1519238203360730866,80,1519238203360148906,,0.0,0.0,99,0,0,0
1519238204361301648,81,1519238204360858917,,0.0,0.0,99,0,0,0
1519238205361686100,82,1519238205361076116,,0.0,0.0,99,0,0,0
1519238206360700230,83,1519238206360141992,,0.0,0.0,99,0,0,0
1519238207361626618,84,1519238207361073970,,0.0,0.0,99,0,0,0
1519238208360680390,85,1519238208360126018,,0.0,0.0,99,0,0,0
1519238209361399744,86,1519238209360630989,,0.0,0.0,99,0,0,0
1519238210360914801,87,1519238210360214948,,0.0,0.0,99,0,0,0
1519238211360713828,88,1519238211360166072,,0.0,0.0,99,0,0,0
1519238212361238772,89,1519238212360699892,,0.0,0.0,99,0,0,0
1519238213361154956,90,1519238213360687017,,0.0,0.0,99,0,0,0
1519238214361830215,91,1519238214361296892,,0.0,0.0,99,0,0,0
1519238215360747164,92,1519238215360172033,,0.0,0.0,99,0,0,0
1519238216360716117,93,1519238216360148906,,0.0,0.0,99,0,0,0
1519238217360851496,94,1519238217360162973,,0.0,0.0,99,0,0,0
1519238218361473822,95,1519238218360876083,,0.0,0.0,99,0,0,0
1519238219361505803,96,1519238219360816955,,0.0,0.0,99,0,0,0
1519238220361553257,97,1519238220360940933,,0.0,0.0,99,0,0,0
1519238221360686995,98,1519238221360141992,,0.0,0.0,99,0,0,0
1519238222361660190,99,1519238222361093997,,0.0,0.0,99,0,0,0
1519238223360685515,100,1519238223360135078,,0.0,0.0,99,0,0,0
1519238224361649493,101,1519238224361032962,,0.0,0.0,99,0,0,0
1519238225360728022,102,1519238225360157966,,0.0,0.0,99,0,0,0
1519238226361591456,103,1519238226360799074,,0.0,0.0,99,0,0,0
1519238227361558473,104,1519238227361048936,,0.0,0.0,99,0,0,0
1519238228361544316,105,1519238228361002922,,0.0,0.0,99,0,0,0
1519238229361140195,106,1519238229360732078,,0.0,0.0,99,0,0,0
1519238230360721201,107,1519238230360156059,,0.0,0.0,99,0,0,0
